id,武将名,英字名,家名,生年,没年,出典,確認状況,シナリオ1550,シナリオ1560,シナリオ1568,シナリオ1574,シナリオ1578,シナリオ1582
kitabatake_harunobu,北畠晴具,Kitabatake Harunobu,kitabatake,1503,1563,Wikidata / verified data,生没年確認,○,○,×,×,×,×
seki_kazuyori,関盛政,Seki Kazuyori,kitabatake,,,未確認,未確認,?,?,?,?,?,?
tsuda_nobutaka_k,津田信任,Tsuda Nobutaka,kitabatake,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
kono_michiyuki,河野通之,Kono Michiyuki,kono,1350,,Wikidata / verified data,一部確認,○,○,○,○,○,○
kono_michitaka,河野通孝,Kono Michitaka,kono,,,未確認,未確認,?,?,?,?,?,?
murakami_michiyasu,村上通康,Murakami Michiyasu,kono,1519,1567,Wikidata / verified data,生没年確認,○,○,×,×,×,×
kono_michihiro,河野通宣,Kono Michihiro,kono,1522,1581,Wikidata / verified data,生没年確認,○,○,○,○,○,×
miyoshi_nagamoto,三好長逸,Miyoshi Nagamoto,miyoshi,,,未確認,未確認,?,?,?,?,?,?
matsunaga_nagayori,松永長頼,Matsunaga Nagayori,miyoshi,1550,1565,Wikidata / verified data,生没年確認,×,×,×,×,×,×
miyoshi_yoshifusa,三好義房,Miyoshi Yoshifusa,miyoshi,,,未確認,未確認,?,?,?,?,?,?
sogou_nagayuki,十河長親,Sogou Nagayuki,miyoshi,,,未確認,未確認,?,?,?,?,?,?
mogami_yoshinobu,最上義宣,Mogami Yoshinobu,mogami,,,未確認,未確認,?,?,?,?,?,?
mogami_yoshiyasu,最上義康,Mogami Yoshiyasu,mogami,1575,1603,Wikidata / verified data,生没年確認,×,×,×,×,×,×
kaminoyama_mitsuyasu,上山満安,Kaminoyama Mitsuyasu,mogami,,,未確認,未確認,?,?,?,?,?,?
nakano_yoshitsuna,中野義次,Nakano Yoshitsuna,mogami,,,未確認,未確認,?,?,?,?,?,?
eguchi_mitsuyasu,江口光安,Eguchi Mitsuyasu,mogami,,,未確認,未確認,?,?,?,?,?,?
ura_munehisa,浦宗勝,Ura Munehisa,mori,,,未確認,未確認,?,?,?,?,?,?
fukuhari_motonobu,福原元俊,Fukuhari Motonobu,mori,1545,1591,Wikidata / verified data,生没年確認,×,○,○,○,○,○
mori_hidemoto,毛利秀元,Mori Hidemoto,mori,1579,1650,Wikidata / verified data,生没年確認,×,×,×,×,×,×
mori_motokiyo,毛利就清,Mori Motokiyo,mori,,,未確認,未確認,?,?,?,?,?,?
nomi_munekatsu,乃美宗勝,Nomi Munekatsu,mori,1527,1592,Wikidata / verified data,生没年確認,○,○,○,○,○,○
nagano_moriyasu,長野盛安,Nagano Moriyasu,nagano,,,未確認,未確認,?,?,?,?,?,?
nagano_fujiyoshi,長野藤吉,Nagano Fujiyoshi,nagano,,,未確認,未確認,?,?,?,?,?,?
nagano_nobuyoshi,長野信義,Nagano Nobuyoshi,nagano,,,未確認,未確認,?,?,?,?,?,?
okochi_masanobu,大河内正宣,Okochi Masanobu,nagano,,,未確認,未確認,?,?,?,?,?,?
tonda_nobutaka_n,富田信孝,Tonda Nobutaka,nagano,,,未確認,未確認,?,?,?,?,?,?
nikaido_yukimori,二階堂行盛,Nikaido Yukimori,nikaido,1181,1254,Wikidata / verified data,生没年確認,×,×,×,×,×,×
nikaido_moritoshi,二階堂行光,Nikaido Moritoshi,nikaido,1164,1219,Wikidata / verified data,生没年確認,×,×,×,×,×,×
ouchi_yukihira,大内行平,Ouchi Yukihira,nikaido,,,未確認,未確認,?,?,?,?,?,?
nikaido_moritsuna,二階堂盛綱,Nikaido Moritsuna,nikaido,,,未確認,未確認,?,?,?,?,?,?
yusa_tsuguyoshi,遊佐続光,Yusa Tsuguyoshi,noto_hatakeyama,1550,1581,Wikidata / verified data,生没年確認,×,×,○,○,○,×
hatakeyama_yoshitsuna_n,畠山義綱,Hatakeyama Yoshitsuna,noto_hatakeyama,1536,1594,Wikidata / verified data,生没年確認,○,○,○,○,○,○
miike_mitsuyori,三宅光頼,Miike Mitsuyori,noto_hatakeyama,,,未確認,未確認,?,?,?,?,?,?
hatakeyama_yoshinori_n,畠山義則,Hatakeyama Yoshinori,noto_hatakeyama,,,未確認,未確認,?,?,?,?,?,?
oda_nobumitsu,織田信光,Oda Nobumitsu,oda,1516,1556,Wikidata / verified data,生没年確認,○,×,×,×,×,×
shibata_katsunobu,柴田勝豊,Shibata Katsunobu,oda,1556,1583,Wikidata / verified data,生没年確認,×,×,×,○,○,○
inaba_ittetsu,稲葉一鉄,Inaba Ittetsu,oda,,,未確認,未確認,?,?,?,?,?,?
oda_ujisuke,小田氏資,Oda Ujisuke,oda_hitachi,,,未確認,未確認,?,?,?,?,?,?
oda_masaharu,小田政治,Oda Masaharu,oda_hitachi,1492,1548,Wikidata / verified data,生没年確認,×,×,×,×,×,×
oda_hirotaka,小田宗直,Oda Hirotaka,oda_hitachi,,,未確認,未確認,?,?,?,?,?,?
nire_takanori,楡井高規,Nire Takanori,oda_hitachi,,,未確認,未確認,?,?,?,?,?,?
kasama_mitsutaka,笠間光隆,Kasama Mitsutaka,oda_hitachi,,,未確認,未確認,?,?,?,?,?,?
tajiri_akitsura,田尻鑑種,Tajiri Akitsura,otomo,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
shiga_chikamasu,志賀親益,Shiga Chikamasu,otomo,,,未確認,未確認,?,?,?,?,?,?
usuki_akimasa,臼杵鑑速,Usuki Akimasa,otomo,1520,1575,Wikidata / verified data,生没年確認,○,○,○,○,×,×
tsurumi_chikasada,鶴見親定,Tsurumi Chikasada,otomo,,,未確認,未確認,?,?,?,?,?,?
rokkaku_yoshisuke,六角義弼,Rokkaku Yoshisuke,rokkaku,,,未確認,未確認,?,?,?,?,?,?
gamo_sadahide,蒲生定秀,Gamo Sadahide,rokkaku,1508,1579,Wikidata / verified data,生没年確認,○,○,○,○,○,×
goto_kataharu,後藤賢豊,Goto Kataharu,rokkaku,,1563,Wikidata / verified data,一部確認,?,?,×,×,×,×
kaizu_mitsusada,海津光定,Kaizu Mitsusada,rokkaku,,,未確認,未確認,?,?,?,?,?,?
kanzuji_nagahide,進士賢就,Kanzuji Nagahide,rokkaku,,,未確認,未確認,?,?,?,?,?,?
ryuzoji_masaie,龍造寺政家,Ryuzoji Masaie,ryuzoji,1556,1607,Wikidata / verified data,生没年確認,×,×,×,○,○,○
goto_sumiharu,後藤純栄,Goto Sumiharu,ryuzoji,,,未確認,未確認,?,?,?,?,?,?
taku_chikatada,多久親忠,Taku Chikatada,ryuzoji,,,未確認,未確認,?,?,?,?,?,?
toda_shigenobu,戸田重信,Toda Shigenobu,ryuzoji,,,未確認,未確認,?,?,?,?,?,?
higashi_shigeyuki,東重尚,Higashi Shigeyuki,ryuzoji,,,未確認,未確認,?,?,?,?,?,?
ujiie_bokuzen,氏家卜全,Ujiie Bokuzen,saito,,,未確認,未確認,?,?,?,?,?,?
saito_yoshitaka,斎藤義峯,Saito Yoshitaka,saito,,,未確認,未確認,?,?,?,?,?,?
fuwa_naomichi,不破直倫,Fuwa Naomichi,saito,,,未確認,未確認,?,?,?,?,?,?
inaba_sadamichi,稲葉貞道,Inaba Sadamichi,saito,,,未確認,未確認,?,?,?,?,?,?
satake_yoshinobu,佐竹義宣,Satake Yoshinobu,satake,1570,1633,Wikidata / verified data,生没年確認,×,×,×,×,×,×
satake_yoshiaki_s,佐竹義明,Satake Yoshiaki,satake,1531,1565,Wikidata / verified data,生没年確認,○,○,×,×,×,×
minagawa_hiroteru,皆川広照,Minagawa Hiroteru,satake,1548,1628,Wikidata / verified data,生没年確認,×,×,○,○,○,○
taguchi_sadatomo,田口定知,Taguchi Sadatomo,satake,,,未確認,未確認,?,?,?,?,?,?
yamaga_yoshitsugu,山賀義次,Yamaga Yoshitsugu,satake,,,未確認,未確認,?,?,?,?,?,?
satomi_yoshihiro,里見義弘,Satomi Yoshihiro,satomi,1530,1578,Wikidata / verified data,生没年確認,○,○,○,○,○,×
satomi_yoshiyori,里見義頼,Satomi Yoshiyori,satomi,1543,1587,Wikidata / verified data,生没年確認,×,○,○,○,○,○
satomi_yoshiyasu,里見義康,Satomi Yoshiyasu,satomi,1573,1603,Wikidata / verified data,生没年確認,×,×,×,×,×,×
masaki_noritsuna,正木頼忠,Masaki Noritsuna,satomi,1551,1622,Wikidata / verified data,生没年確認,×,×,○,○,○,○
masaki_yoshishige,正木時忠,Masaki Yoshishige,satomi,1521,1576,Wikidata / verified data,生没年確認,○,○,○,○,×,×
tahara_kiyotane,田原清種,Tahara Kiyotane,shimazu,,,未確認,未確認,?,?,?,?,?,?
kabayama_hisataka,樺山久高,Kabayama Hisataka,shimazu,1558,1634,Wikidata / verified data,生没年確認,×,×,×,○,○,○
hara_masatane,原昌胤,Hara Masatane,takeda,1531,1575,Wikidata / verified data,生没年確認,○,○,○,○,×,×
obata_toramasa,小幡虎盛,Obata Toramasa,takeda,,,未確認,未確認,?,?,?,?,?,?
tada_mitsuyori,多田満頼,Tada Mitsuyori,takeda,,,未確認,未確認,?,?,?,?,?,?
tsuchiya_masashige,土屋昌続,Tsuchiya Masashige,takeda,1544,1575,Wikidata / verified data,生没年確認,×,○,○,○,×,×
okubo_tadayo,大久保忠世,Okubo Tadayo,tokugawa,1532,1594,Wikidata / verified data,生没年確認,○,○,○,○,○,○
natsume_yoshinobu,夏目吉信,Natsume Yoshinobu,tokugawa,1517,1573,Wikidata / verified data,生没年確認,○,○,○,×,×,×
toda_hirotaka,戸田広高,Toda Hirotaka,tokugawa,,,未確認,未確認,?,?,?,?,?,?
hiraiwa_chikayoshi,平岩親吉,Hiraiwa Chikayoshi,tokugawa,1542,1612,Wikidata / verified data,生没年確認,×,○,○,○,○,○
kakizaki_haruie,柿崎景家,Kakizaki Haruie,uesugi,1513,1574,Wikidata / verified data,生没年確認,○,○,○,○,×,×
amakasu_masakage,甘粕景持,Amakasu Masakage,uesugi,1501,1604,Wikidata / verified data,生没年確認,○,○,○,○,○,○
odera_ujichika,小寺氏親,Odera Ujichika,uesugi,,,未確認,未確認,?,?,?,?,?,?
togawa_hideyasu,戸川秀安,Togawa Hideyasu,ukita,1538,1597,Wikidata / verified data,生没年確認,×,○,○,○,○,○
hanabusa_mototsune,花房元就,Hanabusa Mototsune,ukita,,,未確認,未確認,?,?,?,?,?,?
ukita_tadaie,宇喜多忠家,Ukita Tadaie,ukita,1533,,Wikidata / verified data,一部確認,○,○,○,○,○,○
okamoto_ietora,岡本家虎,Okamoto Ietora,ukita,,,未確認,未確認,?,?,?,?,?,?
narita_tsuneyoshi,成田常次,Narita Tsuneyoshi,ukita,,,未確認,未確認,?,?,?,?,?,?
utsunomiya_kunitsuna,宇都宮国綱,Utsunomiya Kunitsuna,utsunomiya,1568,1608,Wikidata / verified data,生没年確認,×,×,×,×,×,○
utsunomiya_hirofuyu,宇都宮広綱,Utsunomiya Hirofuyu,utsunomiya,1543,1576,Wikidata / verified data,生没年確認,×,○,○,○,×,×
haga_takatane,芳賀高継,Haga Takatane,utsunomiya,1526,1592,Wikidata / verified data,生没年確認,○,○,○,○,○,○
mibu_yoshimasa,壬生義昌,Mibu Yoshimasa,utsunomiya,,,未確認,未確認,?,?,?,?,?,?
kiyohara_hideyuki,清原秀行,Kiyohara Hideyuki,utsunomiya,,,未確認,未確認,?,?,?,?,?,?
yamana_toyokuni,山名豊国,Yamana Toyokuni,yamana,1548,1626,Wikidata / verified data,生没年確認,×,×,○,○,○,○
yamana_munetoyo,山名宗豊,Yamana Munetoyo,yamana,,,未確認,未確認,?,?,?,?,?,?
hamada_masatsune,浜田政経,Hamada Masatsune,yamana,,,未確認,未確認,?,?,?,?,?,?
hata_noritsuna,畑徳之丞,Hata Noritsuna,yamana,,,未確認,未確認,?,?,?,?,?,?
tsugaru_nobuhira,津軽信枚,Tsugaru Nobuhira,tsugaru,1586,1631,Wikidata / verified data,生没年確認,×,×,×,×,×,×
tsugaru_nobuyoshi,津軽信吉,Tsugaru Nobuyoshi,tsugaru,,,未確認,未確認,?,?,?,?,?,?
kawarabayashi_masatomo,川原林政知,Kawarabayashi Masatomo,tsugaru,,,未確認,未確認,?,?,?,?,?,?
yumoto_yorishige,湯本頼重,Yumoto Yorishige,tsugaru,,,未確認,未確認,?,?,?,?,?,?
saito_nobushige_t,斉藤信重,Saito Nobushige,tsugaru,,,未確認,未確認,?,?,?,?,?,?
nanbu_nobunao,南部信直,Nanbu Nobunao,nanbu,1546,1599,Wikidata / verified data,生没年確認,×,○,○,○,○,○
kunohe_masazane,九戸政実,Kunohe Masazane,nanbu,1536,1591,Wikidata / verified data,生没年確認,○,○,○,○,○,○
nanbu_harutsugu,南部晴継,Nanbu Harutsugu,nanbu,1570,1582,Wikidata / verified data,生没年確認,×,×,×,×,×,×
tobashi_nobunori,戸馳信則,Tobashi Nobunori,nanbu,,,未確認,未確認,?,?,?,?,?,?
sannomiya_mitsunobu,三戸光延,Sannomiya Mitsunobu,nanbu,,,未確認,未確認,?,?,?,?,?,?
kasai_harumochi,葛西晴持,Kasai Harumochi,kasai,,,未確認,未確認,?,?,?,?,?,?
kasai_harutaka,葛西晴隆,Kasai Harutaka,kasai,,,未確認,未確認,?,?,?,?,?,?
kasai_haruyoshi,葛西晴信,Kasai Haruyoshi,kasai,1534,,Wikidata / verified data,一部確認,○,○,○,○,○,○
kasai_haruhira,葛西晴清,Kasai Haruhira,kasai,1517,1547,Wikidata / verified data,生没年確認,×,×,×,×,×,×
kasai_harunobu,葛西晴宣,Kasai Harunobu,kasai,,,未確認,未確認,?,?,?,?,?,?
soma_yoshitane,相馬義胤,Soma Yoshitane,soma,1619,1651,Wikidata / verified data,生没年確認,×,×,×,×,×,×
soma_moritane,相馬盛胤,Soma Moritane,soma,1476,1521,Wikidata / verified data,生没年確認,×,×,×,×,×,×
soma_tomotane,相馬友胤,Soma Tomotane,soma,,,未確認,未確認,?,?,?,?,?,?
soma_harutane,相馬晴胤,Soma Harutane,soma,,,未確認,未確認,?,?,?,?,?,?
soma_morinori,相馬盛徳,Soma Morinori,soma,,,未確認,未確認,?,?,?,?,?,?
ashina_morioki,蘆名盛興,Ashina Morioki,ashina,1547,1574,Wikidata / verified data,生没年確認,×,○,○,○,×,×
ashina_morishige,蘆名盛隆,Ashina Morishige,ashina,1561,1584,Wikidata / verified data,生没年確認,×,×,×,○,○,○
yamashiro_morishige,山城守重,Yamashiro Morishige,ashina,,,未確認,未確認,?,?,?,?,?,?
katahara_morimasa,片原盛政,Katahara Morimasa,ashina,,,未確認,未確認,?,?,?,?,?,?
ashina_yoshihiro,蘆名義広,Ashina Yoshihiro,ashina,1575,1631,Wikidata / verified data,生没年確認,×,×,×,×,×,×
ando_chikasue,安東愛季,Ando Chikasue,ando,1539,1587,Wikidata / verified data,生没年確認,×,○,○,○,○,○
ando_nobusue,安東信季,Ando Nobusue,ando,,,未確認,未確認,?,?,?,?,?,?
ando_yasusue,安東保季,Ando Yasusue,ando,,,未確認,未確認,?,?,?,?,?,?
minato_yoshisue,湊義保,Minato Yoshisue,ando,,,未確認,未確認,?,?,?,?,?,?
ando_moriaki,安東守明,Ando Moriaki,ando,,,未確認,未確認,?,?,?,?,?,?
daihoji_yoshimasa,大宝寺義興,Daihoji Yoshimasa,daihoji,1554,1587,Wikidata / verified data,生没年確認,×,×,○,○,○,○
daihoji_yoshitsuna,大宝寺義綱,Daihoji Yoshitsuna,daihoji,,,未確認,未確認,?,?,?,?,?,?
daihoji_yoshiuji,大宝寺義宇,Daihoji Yoshiuji,daihoji,,,未確認,未確認,?,?,?,?,?,?
nakajima_mitsuyuki,中島光行,Nakajima Mitsuyuki,daihoji,,,未確認,未確認,?,?,?,?,?,?
yamamoto_masakage_d,山本道正,Yamamoto Masakage,daihoji,,,未確認,未確認,?,?,?,?,?,?
osaki_yoshitaka,大崎義隆,Osaki Yoshitaka,osaki,1548,1603,Wikidata / verified data,生没年確認,×,×,○,○,○,○
osaki_yoshinao,大崎義直,Osaki Yoshinao,osaki,1550,1577,Wikidata / verified data,生没年確認,×,×,○,○,×,×
osaki_yoshimune,大崎義宗,Osaki Yoshimune,osaki,,,未確認,未確認,?,?,?,?,?,?
shimaura_yoshihide,島浦義秀,Shimaura Yoshihide,osaki,,,未確認,未確認,?,?,?,?,?,?
nakagawa_munetsugu,中川棟次,Nakagawa Munetsugu,osaki,,,未確認,未確認,?,?,?,?,?,?
jinbo_nagayoshi,神保長城,Jinbo Nagayoshi,jinbo,,,未確認,未確認,?,?,?,?,?,?
jinbo_nagashige,神保長重,Jinbo Nagashige,jinbo,,,未確認,未確認,?,?,?,?,?,?
togi_yoshichika,砺波義周,Togi Yoshichika,jinbo,,,未確認,未確認,?,?,?,?,?,?
tsuchida_shigeyuki,土田重往,Tsuchida Shigeyuki,jinbo,,,未確認,未確認,?,?,?,?,?,?
miki_naoyori,三木直頼,Miki Naoyori,miki,1497,1554,Wikidata / verified data,生没年確認,○,×,×,×,×,×
miki_naotsugu,三木直次,Miki Naotsugu,miki,,,未確認,未確認,?,?,?,?,?,?
miki_yoshinaga,三木良長,Miki Yoshinaga,miki,,,未確認,未確認,?,?,?,?,?,?
miki_shigetaka,三木重孝,Miki Shigetaka,miki,,,未確認,未確認,?,?,?,?,?,?
miki_shigetomo,三木重頼,Miki Shigetomo,miki,,,未確認,未確認,?,?,?,?,?,?
bessho_nagaharu,別所長治,Bessho Nagaharu,bessho,1558,1580,Wikidata / verified data,生没年確認,×,×,×,○,○,×
bessho_yoshichika,別所義親,Bessho Yoshichika,bessho,,,未確認,未確認,?,?,?,?,?,?
bessho_tomoyuki,別所友之,Bessho Tomoyuki,bessho,1560,1580,Wikidata / verified data,生没年確認,×,×,×,○,○,×
bessho_yukishige,別所幸重,Bessho Yukishige,bessho,,,未確認,未確認,?,?,?,?,?,?
bessho_narishige,別所成重,Bessho Narishige,bessho,,,未確認,未確認,?,?,?,?,?,?
ichijo_kanefuyu,一条兼冬,Ichijo Kanefuyu,ichijo,1529,1554,Wikidata / verified data,生没年確認,○,×,×,×,×,×
ichijo_nobutsugu,一条信嗣,Ichijo Nobutsugu,ichijo,,,未確認,未確認,?,?,?,?,?,?
takaoka_chikafusa,高岡親定,Takaoka Chikafusa,ichijo,,,未確認,未確認,?,?,?,?,?,?
ken_chikamitsu,堅親光,Ken Chikamitsu,ichijo,,,未確認,未確認,?,?,?,?,?,?
endo_morikazu,遠藤盛数,Endo Morikazu,endo,,1562,Wikidata / verified data,一部確認,?,?,×,×,×,×
endo_yoshitaka_e,遠藤慶隆,Endo Yoshitaka,endo,1550,1632,Wikidata / verified data,生没年確認,×,×,○,○,○,○
endo_naosuke,遠藤直助,Endo Naosuke,endo,,,未確認,未確認,?,?,?,?,?,?
endo_masayoshi,遠藤政吉,Endo Masayoshi,endo,,,未確認,未確認,?,?,?,?,?,?
endo_noritsugu,遠藤則嗣,Endo Noritsugu,endo,,,未確認,未確認,?,?,?,?,?,?
tozawa_moriyasu,戸沢盛安,Tozawa Moriyasu,tozawa,1566,1590,Wikidata / verified data,生没年確認,×,×,×,×,×,○
tozawa_masakatsu,戸沢政勝,Tozawa Masakatsu,tozawa,,,未確認,未確認,?,?,?,?,?,?
tozawa_masayori,戸沢政頼,Tozawa Masayori,tozawa,,,未確認,未確認,?,?,?,?,?,?
tozawa_masafusa,戸沢政英,Tozawa Masafusa,tozawa,,,未確認,未確認,?,?,?,?,?,?
tozawa_masatsugu,戸沢正敦,Tozawa Masatsugu,tozawa,,,未確認,未確認,?,?,?,?,?,?
waga_yoshimichi,和賀義道,Waga Yoshimichi,waga,,,未確認,未確認,?,?,?,?,?,?
waga_yoshinobu,和賀義宣,Waga Yoshinobu,waga,,,未確認,未確認,?,?,?,?,?,?
waga_yoshichika,和賀義親,Waga Yoshichika,waga,,,未確認,未確認,?,?,?,?,?,?
waga_moritsuna,和賀守綱,Waga Moritsuna,waga,,,未確認,未確認,?,?,?,?,?,?
waga_yoshitsuna,和賀義綱,Waga Yoshitsuna,waga,,,未確認,未確認,?,?,?,?,?,?
hienuki_yoshinao,稗貫義尚,Hienuki Yoshinao,hienuki,,,未確認,未確認,?,?,?,?,?,?
hienuki_yoshitsuna,稗貫義綱,Hienuki Yoshitsuna,hienuki,,,未確認,未確認,?,?,?,?,?,?
hienuki_yoshimoto,稗貫義元,Hienuki Yoshimoto,hienuki,,,未確認,未確認,?,?,?,?,?,?
hienuki_morinobu,稗貫盛信,Hienuki Morinobu,hienuki,,,未確認,未確認,?,?,?,?,?,?
hienuki_norimoto,稗貫頼元,Hienuki Norimoto,hienuki,,,未確認,未確認,?,?,?,?,?,?
shiba_yoshimune,斯波義統,Shiba Yoshimune,shiba,1513,1554,Wikidata / verified data,生没年確認,○,×,×,×,×,×
shiba_yoshikane,斯波義銀,Shiba Yoshikane,shiba,1540,1600,Wikidata / verified data,生没年確認,×,○,○,○,○,○
shiba_yoshihiro_s,斯波義廉,Shiba Yoshihiro,shiba,1445,,Wikidata / verified data,一部確認,○,○,○,○,○,○
shiba_yoshinao_s,斯波義直,Shiba Yoshinao,shiba,,,未確認,未確認,?,?,?,?,?,?
kai_munemitsu,甲斐宗光,Kai Munemitsu,shiba,,,未確認,未確認,?,?,?,?,?,?
yura_narishige,由良成繁,Yura Narishige,yokose,1506,1578,Wikidata / verified data,生没年確認,○,○,○,○,○,×
yura_kunishige,由良国繁,Yura Kunishige,yokose,1550,1611,Wikidata / verified data,生没年確認,×,×,○,○,○,○
yokose_narikage,横瀬成景,Yokose Narikage,yokose,,,未確認,未確認,?,?,?,?,?,?
yokose_yasuuji,横瀬泰氏,Yokose Yasuuji,yokose,,,未確認,未確認,?,?,?,?,?,?
yura_nobuharu,由良信治,Yura Nobuharu,yokose,,,未確認,未確認,?,?,?,?,?,?
yuki_haruatsu,結城晴朝,Yuki Haruatsu,yuki,1534,1614,Wikidata / verified data,生没年確認,○,○,○,○,○,○
yuki_masauji,結城政氏,Yuki Masauji,yuki,,,未確認,未確認,?,?,?,?,?,?
tatebayashi_yoshikatsu,館林義勝,Tatebayashi Yoshikatsu,yuki,,,未確認,未確認,?,?,?,?,?,?
nishikata_masatsugu,西方政次,Nishikata Masatsugu,yuki,,,未確認,未確認,?,?,?,?,?,?
yuki_hirotomo,結城広朝,Yuki Hirotomo,yuki,,,未確認,未確認,?,?,?,?,?,?
kashima_yoriyuki,鹿島頼幸,Kashima Yoriyuki,kashima,,,未確認,未確認,?,?,?,?,?,?
kashima_yoshishige,鹿島義茂,Kashima Yoshishige,kashima,,,未確認,未確認,?,?,?,?,?,?
kashima_moritsune,鹿島盛規,Kashima Moritsune,kashima,,,未確認,未確認,?,?,?,?,?,?
kashima_morimasa,鹿島盛昌,Kashima Morimasa,kashima,,,未確認,未確認,?,?,?,?,?,?
kashima_harashima,鹿島治時,Kashima Harashima,kashima,,,未確認,未確認,?,?,?,?,?,?
nikaho_koretomo,仁賀保挙誠,Nikaho Koretomo,nikaho,1560,1624,Wikidata / verified data,生没年確認,×,×,×,○,○,○
nikaho_motomura,仁賀保元村,Nikaho Motomura,nikaho,,,未確認,未確認,?,?,?,?,?,?
nikaho_mototsugu,仁賀保元次,Nikaho Mototsugu,nikaho,,,未確認,未確認,?,?,?,?,?,?
nikaho_motonobu,仁賀保元信,Nikaho Motonobu,nikaho,,,未確認,未確認,?,?,?,?,?,?
nikaho_tadakata,仁賀保忠兼,Nikaho Tadakata,nikaho,,,未確認,未確認,?,?,?,?,?,?
shibata_shigemasa,新発田重家,Shibata Shigemasa,shibata_echigo,1547,1587,Wikidata / verified data,生没年確認,×,○,○,○,○,○
shibata_nagamasa,新発田長家,Shibata Nagamasa,shibata_echigo,,,未確認,未確認,?,?,?,?,?,?
shibata_mitsumasa,新発田光家,Shibata Mitsumasa,shibata_echigo,,,未確認,未確認,?,?,?,?,?,?
shibata_nagaosa,新発田長政,Shibata Nagaosa,shibata_echigo,,,未確認,未確認,?,?,?,?,?,?
shibata_nagashige_e,新発田長重,Shibata Nagashige,shibata_echigo,,,未確認,未確認,?,?,?,?,?,?
honma_yoshimura,本間義村,Honma Yoshimura,honma,,,未確認,未確認,?,?,?,?,?,?
honma_sadashige,本間定重,Honma Sadashige,honma,,,未確認,未確認,?,?,?,?,?,?
honma_yoshikata,本間義方,Honma Yoshikata,honma,,,未確認,未確認,?,?,?,?,?,?
honma_moritsuna,本間盛綱,Honma Moritsuna,honma,,,未確認,未確認,?,?,?,?,?,?
honma_noritsuna,本間典綱,Honma Noritsuna,honma,,,未確認,未確認,?,?,?,?,?,?
uchigashima_ujitomo,内ヶ島氏理,Uchigashima Ujitomo,uchigashima,,1586,Wikidata / verified data,一部確認,?,?,?,?,?,?
uchigashima_ujitsuna,内ヶ島氏綱,Uchigashima Ujitsuna,uchigashima,,,未確認,未確認,?,?,?,?,?,?
uchigashima_ujinaga,内ヶ島氏長,Uchigashima Ujinaga,uchigashima,,,未確認,未確認,?,?,?,?,?,?
uchigashima_ujiharu,内ヶ島氏春,Uchigashima Ujiharu,uchigashima,,,未確認,未確認,?,?,?,?,?,?
uchigashima_ujifusa,内ヶ島氏房,Uchigashima Ujifusa,uchigashima,,,未確認,未確認,?,?,?,?,?,?
suzuki_shigehide,鈴木重秀,Suzuki Shigehide,suzuki,1546,1586,Wikidata / verified data,生没年確認,×,○,○,○,○,○
suzuki_shigemori,鈴木重盛,Suzuki Shigemori,suzuki,,,未確認,未確認,?,?,?,?,?,?
suzuki_shigeyuki,鈴木重行,Suzuki Shigeyuki,suzuki,,,未確認,未確認,?,?,?,?,?,?
suzuki_shigenori,鈴木重則,Suzuki Shigenori,suzuki,1547,1589,Wikidata / verified data,生没年確認,×,○,○,○,○,○
suzuki_shigetoki,鈴木重朝,Suzuki Shigetoki,suzuki,1561,1623,Wikidata / verified data,生没年確認,×,×,×,○,○,○
akai_masamori,赤井政守,Akai Masamori,akai,,,未確認,未確認,?,?,?,?,?,?
akai_masashige,赤井政成,Akai Masashige,akai,,,未確認,未確認,?,?,?,?,?,?
akai_masatoshi,赤井正利,Akai Masatoshi,akai,,,未確認,未確認,?,?,?,?,?,?
akai_naotomo,赤井直朝,Akai Naotomo,akai,,,未確認,未確認,?,?,?,?,?,?
onodera_yoshimichi,小野寺義道,Onodera Yoshimichi,onodera,1566,1646,Wikidata / verified data,生没年確認,×,×,×,×,×,○
onodera_yoshinobu_o,小野寺義宣,Onodera Yoshinobu,onodera,,,未確認,未確認,?,?,?,?,?,?
onodera_terutada,小野寺輝道,Onodera Terutada,onodera,,,未確認,未確認,?,?,?,?,?,?
onodera_morinobu,小野寺盛信,Onodera Morinobu,onodera,,,未確認,未確認,?,?,?,?,?,?
onodera_kiyonobu,小野寺清信,Onodera Kiyonobu,onodera,,,未確認,未確認,?,?,?,?,?,?
nasu_sukeharu,那須資晴,Nasu Sukeharu,nasu,1557,1610,Wikidata / verified data,生没年確認,×,×,×,○,○,○
nasu_sukenobu,那須資之,Nasu Sukenobu,nasu,,,未確認,未確認,?,?,?,?,?,?
nasu_sukekatsu,那須資克,Nasu Sukekatsu,nasu,,,未確認,未確認,?,?,?,?,?,?
nasu_sukehide,那須資秀,Nasu Sukehide,nasu,,,未確認,未確認,?,?,?,?,?,?
nasu_masasuke,那須政資,Nasu Masasuke,nasu,,1546,Wikidata / verified data,一部確認,×,×,×,×,×,×
ashikaga_haruuji,足利晴氏,Ashikaga Haruuji,koga_ashikaga,1508,1560,Wikidata / verified data,生没年確認,○,○,×,×,×,×
ashikaga_fujiuji,足利藤氏,Ashikaga Fujiuji,koga_ashikaga,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
